IdCompra,Fecha,Fecha_Año,Fecha_Mes,Fecha_Periodo,IdProducto,Cantidad,Precio,IdProveedor,MinPrecio,MaxPrecio,MinCantidad,MaxCantidad,Calidad_Precio,Calidad_Cantidad,Compra
4949,2017-10-27,2017,10,201710,42922,14,574.67,2,410.9224999999999,621.4175,0.5,15.5,Sin errores,Sin errores,8045.379999999999
4950,2017-10-27,2017,10,201710,42925,4,2.32,12,1.6875,2.5725,0.0,19.5,Sin errores,Sin errores,9.28
4951,2017-10-27,2017,10,201710,42937,16,1637.51,13,1251.5150000000003,2143.865,0.125,15.875,Sin errores,Outlier,26200.16
4952,2017-10-27,2017,10,201710,42939,12,1854.6,7,1681.4812499999998,2411.6887500000003,0.0,14.5,Sin errores,Sin errores,22255.199999999997
4953,2017-10-27,2017,10,201710,42940,5,1536.69,6,1228.29,1765.83,0.0,20.0,Sin errores,Sin errores,7683.450000000001
4954,2017-10-27,2017,10,201710,42941,7,2030.89,3,1723.2099999999996,2432.77,0.0,16.0,Sin errores,Sin errores,14216.230000000001
4955,2017-10-27,2017,10,201710,42942,9,1910.52,4,1646.94,2201.52,0.0,15.0,Sin errores,Sin errores,17194.68
4956,2017-10-27,2017,10,201710,42944,13,2737.02,12,2070.0874999999996,3075.7925000000005,0.0,19.25,Sin errores,Sin errores,35581.26
4957,2017-10-27,2017,10,201710,42945,4,2050.87,8,1628.1725,2698.4975000000004,0.0,16.5,Sin errores,Sin errores,8203.48
4958,2017-10-27,2017,10,201710,42946,22,1441.21,10,1254.7575000000002,1836.5924999999997,0.0,17.25,Sin errores,Outlier,31706.620000000003
4959,2017-10-27,2017,10,201710,42947,9,1809.64,14,1632.6287499999999,2554.5512500000004,0.0,19.5,Sin errores,Sin errores,16286.76
4960,2017-10-27,2017,10,201710,42948,8,2149.88,1,1531.2237499999999,2468.74625,0.0,17.375,Sin errores,Sin errores,17199.04
4961,2017-10-27,2017,10,201710,42949,13,1419.72,2,1173.89,1787.3300000000002,0.0,15.0,Sin errores,Sin errores,18456.36
4962,2017-10-27,2017,10,201710,42951,8,2224.1,13,1631.9224999999994,2571.6575000000003,0.0,12.75,Sin errores,Sin errores,17792.8
4963,2017-10-27,2017,10,201710,42952,3,2576.68,10,1950.1287499999999,3585.9612500000003,0.0,18.125,Sin errores,Sin errores,7730.039999999999
4964,2017-10-27,2017,10,201710,42953,26,2478.13,6,2173.4037499999995,2935.99625,0.0,19.0,Sin errores,Outlier,64431.380000000005
4965,2017-10-27,2017,10,201710,42954,10,1727.75,7,1350.9425,2140.3775,0.0,15.625,Sin errores,Sin errores,17277.5
4966,2017-10-27,2017,10,201710,42956,3,1330.86,9,1151.0,1736.0,0.0,17.5,Sin errores,Sin errores,3992.58
4967,2017-10-27,2017,10,201710,42958,14,2272.22,2,2024.5400000000006,3243.5599999999995,0.0,21.0,Sin errores,Sin errores,31811.079999999998
4968,2017-10-27,2017,10,201710,42959,17,3057.06,13,2525.2925000000005,3439.857499999999,0.5,15.5,Sin errores,Outlier,51970.02
4969,2017-10-27,2017,10,201710,42960,19,3118.2,10,2338.1125,3624.5874999999996,0.0,17.125,Sin errores,Outlier,59245.799999999996
4970,2017-10-27,2017,10,201710,42963,5,1746.58,2,1284.13625,1986.44375,0.0,20.0,Sin errores,Sin errores,8732.9
4971,2017-10-27,2017,10,201710,42964,6,2038.15,9,1591.7599999999998,2466.2900000000004,0.0,21.875,Sin errores,Sin errores,12228.900000000001
4972,2017-10-27,2017,10,201710,42966,6,2436.6,10,1935.195,2938.005,0.0,18.5,Sin errores,Sin errores,14619.599999999999
4973,2017-10-27,2017,10,201710,42970,28,2380.81,2,1645.1274999999994,2450.4925000000003,0.0,16.625,Sin errores,Outlier,66662.68
4974,2017-10-27,2017,10,201710,42971,12,1664.5,11,1549.0924999999997,2320.0475,0.0,20.625,Sin errores,Sin errores,19974.0
4975,2017-10-27,2017,10,201710,42972,29,2168.98,13,1485.76625,2363.5437500000007,0.0,21.375,Sin errores,Outlier,62900.42
4976,2017-10-27,2017,10,201710,43028,14,596.56,3,568.7624999999999,770.8575,0.0,15.875,Sin errores,Sin errores,8351.84
4977,2017-10-27,2017,10,201710,43029,9,763.1,13,652.2812499999998,917.3387500000001,0.0,29.5,Sin errores,Sin errores,6867.900000000001
4978,2017-10-27,2017,10,201710,43031,6,838.22,7,665.9012499999999,1018.8887500000001,0.0,22.25,Sin errores,Sin errores,5029.32
4979,2017-10-27,2017,10,201710,43033,11,792.45,8,600.6937499999999,973.4662500000002,0.0,16.0,Sin errores,Sin errores,8716.95
4980,2017-10-27,2017,10,201710,43035,6,732.52,3,680.9100000000001,917.3699999999999,0.0,18.0,Sin errores,Sin errores,4395.12
4981,2017-10-27,2017,10,201710,43037,3,750.81,7,653.03875,959.7512499999999,0.0,20.5,Sin errores,Sin errores,2252.43
4982,2017-10-27,2017,10,201710,43039,2,621.52,6,421.3812499999999,696.69875,0.0,17.5,Sin errores,Sin errores,1243.04
4983,2017-10-27,2017,10,201710,43043,15,902.43,9,607.375,954.565,0.0,24.375,Sin errores,Sin errores,13536.449999999999
4984,2017-10-27,2017,10,201710,42816,2,878.55,11,666.54,1090.56,0.0,17.75,Sin errores,Sin errores,1757.1
4985,2017-10-27,2017,10,201710,42817,1,638.69,13,452.1425,718.2575000000002,0.0,23.0,Sin errores,Sin errores,638.69
4986,2017-10-27,2017,10,201710,42818,12,1402.57,10,1071.85,1733.29,0.0,20.5,Sin errores,Sin errores,16830.84
4987,2017-10-27,2017,10,201710,42819,10,526.49,1,437.86250000000007,769.1374999999999,0.0,20.25,Sin errores,Sin errores,5264.9
4988,2017-10-27,2017,10,201710,42820,28,457.19,11,364.115,550.895,0.0,15.25,Sin errores,Outlier,12801.32
4989,2017-10-27,2017,10,201710,42821,11,465.38,10,369.42499999999995,543.215,0.0,19.5,Sin errores,Sin errores,5119.18
4990,2017-10-27,2017,10,201710,42822,7,530.45,5,460.6700000000002,672.5899999999998,0.0,14.5,Sin errores,Sin errores,3713.1500000000005
4991,2017-10-27,2017,10,201710,42825,9,402.54,2,313.335,445.6050000000001,0.5,12.5,Sin errores,Sin errores,3622.86
4992,2017-10-27,2017,10,201710,42826,12,417.34,3,277.46500000000003,461.995,0.0,17.0,Sin errores,Sin errores,5008.08
4993,2017-10-27,2017,10,201710,42827,8,375.59,9,283.3924999999999,429.86750000000006,2.0,14.0,Sin errores,Sin errores,3004.72
4994,2017-10-27,2017,10,201710,42828,6,605.01,9,557.0362500000001,710.0137500000001,0.0,16.0,Sin errores,Sin errores,3630.06
4995,2017-10-27,2017,10,201710,42848,6,985.51,8,877.5099999999999,1292.17,0.0,20.0,Sin errores,Sin errores,5913.0599999999995
4996,2017-10-27,2017,10,201710,42849,15,957.87,12,817.5525000000002,1299.9074999999998,0.0,16.5,Sin errores,Sin errores,14368.05
4997,2017-10-27,2017,10,201710,42810,17,947.66,13,728.5024999999998,1086.1775,0.0,17.625,Sin errores,Sin errores,16110.22
4998,2017-10-27,2017,10,201710,42812,13,273.54,2,208.46624999999997,318.30375000000004,0.0,19.25,Sin errores,Sin errores,3556.0200000000004
4999,2017-10-27,2017,10,201710,42813,5,285.27,10,216.56000000000006,319.28,0.0,15.5,Sin errores,Sin errores,1426.35
5000,2017-10-27,2017,10,201710,42814,18,285.89,11,210.03499999999997,315.005,0.0,20.375,Sin errores,Sin errores,5146.0199999999995
5001,2017-10-27,2017,10,201710,42902,5,171.36,5,136.4375,227.4425,0.0,19.5,Sin errores,Sin errores,856.8000000000001
5002,2017-10-27,2017,10,201710,42904,3,89.53,5,75.51500000000001,113.10499999999999,0.0,14.5,Sin errores,Sin errores,268.59000000000003
5003,2017-10-27,2017,10,201710,42864,2,143.86,9,115.34500000000001,172.255,0.0,17.5,Sin errores,Sin errores,287.72
5004,2017-10-27,2017,10,201710,42865,5,144.81,13,113.63875,172.43124999999998,0.0,17.125,Sin errores,Sin errores,724.05
5005,2017-10-27,2017,10,201710,42868,13,138.54,11,109.03249999999996,168.8675,0.0,16.0,Sin errores,Sin errores,1801.02
5006,2017-10-27,2017,10,201710,42869,3,129.1,9,114.82,172.36,0.0,21.5,Sin errores,Sin errores,387.29999999999995
5007,2017-10-27,2017,10,201710,42875,22,392.28,2,352.79875000000004,431.60124999999994,0.0,19.0,Sin errores,Outlier,8630.16
5008,2017-10-27,2017,10,201710,42877,11,405.64,12,320.1075000000001,456.4124999999999,0.0,20.0,Sin errores,Sin errores,4462.04
5009,2017-10-27,2017,10,201710,42879,7,355.34,12,322.24125000000004,484.36875,0.0,19.25,Sin errores,Sin errores,2487.3799999999997
5010,2017-10-27,2017,10,201710,42880,11,338.86,14,303.98249999999996,474.27750000000003,0.5,15.5,Sin errores,Sin errores,3727.46
5011,2017-10-27,2017,10,201710,42881,5,337.06,5,274.23,410.94000000000005,0.0,19.5,Sin errores,Sin errores,1685.3
5012,2017-10-27,2017,10,201710,42882,3,302.65,1,270.85,439.03,0.0,19.625,Sin errores,Sin errores,907.9499999999999
5013,2017-10-27,2017,10,201710,42883,12,370.35,11,262.03,428.23,0.0,18.5,Sin errores,Sin errores,4444.200000000001
5014,2017-10-27,2017,10,201710,42884,9,341.16,8,284.65000000000003,399.07,0.0,17.75,Sin errores,Sin errores,3070.44
5015,2017-10-27,2017,10,201710,42886,13,361.77,11,279.91749999999996,421.2625,0.0,23.0,Sin errores,Sin errores,4703.01
5016,2017-10-27,2017,10,201710,42887,7,308.5,3,249.1074999999999,441.6325000000001,0.0,16.375,Sin errores,Sin errores,2159.5
5017,2017-10-27,2017,10,201710,42888,13,370.72,9,267.05499999999995,408.745,0.0,17.5,Sin errores,Sin errores,4819.360000000001
5018,2017-10-27,2017,10,201710,42893,14,323.49,10,292.24499999999995,446.5950000000001,0.0,18.0,Sin errores,Sin errores,4528.860000000001
5019,2017-10-27,2017,10,201710,42896,5,387.07,13,294.91874999999993,422.0512500000001,0.0,18.375,Sin errores,Sin errores,1935.35
5020,2017-10-27,2017,10,201710,42897,12,395.49,4,303.245,437.855,0.0,14.0,Sin errores,Sin errores,4745.88
5021,2017-10-27,2017,10,201710,42898,7,382.16,7,296.0325,446.10749999999996,0.0,19.5,Sin errores,Sin errores,2675.1200000000003
5022,2017-10-27,2017,10,201710,42987,2,287.35,11,255.88500000000005,357.52500000000003,0.0,20.0,Sin errores,Sin errores,574.7
5023,2017-10-27,2017,10,201710,42989,2,320.48,2,232.90249999999997,364.4975,0.0,20.0,Sin errores,Sin errores,640.96
5024,2017-10-27,2017,10,201710,42990,5,234.85,8,198.23874999999998,305.45125,0.0,19.125,Sin errores,Sin errores,1174.25
5025,2017-10-27,2017,10,201710,42991,6,294.22,2,227.47125000000005,360.40875000000005,0.0,24.0,Sin errores,Sin errores,1765.3200000000002
5026,2017-10-27,2017,10,201710,42992,5,442.0,11,322.90999999999997,493.43000000000006,0.0,17.5,Sin errores,Sin errores,2210.0
5027,2017-10-27,2017,10,201710,42993,8,354.29,1,302.96000000000004,406.28,0.0,16.5,Sin errores,Sin errores,2834.32
5028,2017-10-27,2017,10,201710,42997,15,371.78,7,259.0524999999999,398.6875000000001,0.0,21.5,Sin errores,Sin errores,5576.7
5029,2017-10-27,2017,10,201710,42998,11,347.82,4,311.70500000000004,455.55499999999995,0.0,17.5,Sin errores,Sin errores,3826.02
5030,2017-10-27,2017,10,201710,43005,14,295.83,3,230.185,362.215,0.0,21.375,Sin errores,Sin errores,4141.62
5031,2017-10-27,2017,10,201710,43007,10,269.93,7,234.71,342.16999999999996,0.0,23.25,Sin errores,Sin errores,2699.3
5032,2017-10-27,2017,10,201710,43010,8,264.9,1,212.12249999999997,313.8375000000001,0.0,23.0,Sin errores,Sin errores,2119.2
5033,2017-10-27,2017,10,201710,43012,1,332.53,10,277.98875,445.56125,0.0,14.625,Sin errores,Sin errores,332.53
5034,2017-10-27,2017,10,201710,43013,13,240.82,13,196.03499999999997,288.045,0.0,16.5,Sin errores,Sin errores,3130.66
5035,2017-10-27,2017,10,201710,43016,3,280.48,5,260.38875,373.78125000000006,0.0,16.0,Sin errores,Sin errores,841.44
5036,2017-10-27,2017,10,201710,43018,6,286.44,14,238.53875000000005,368.16125,0.0,19.375,Sin errores,Sin errores,1718.6399999999999
5037,2017-10-27,2017,10,201710,43019,15,312.65,7,240.80250000000007,344.40749999999997,0.0,18.5,Sin errores,Sin errores,4689.75
5038,2017-10-27,2017,10,201710,43020,14,373.02,11,307.53,467.19000000000005,0.0,22.5,Sin errores,Sin errores,5222.28
5039,2017-10-27,2017,10,201710,43021,9,286.62,10,241.92500000000007,366.485,0.0,16.0,Sin errores,Sin errores,2579.58
5040,2017-10-27,2017,10,201710,43022,6,333.79,13,234.85500000000005,376.905,0.0,18.25,Sin errores,Sin errores,2002.7400000000002
5041,2017-10-27,2017,10,201710,43023,34,442.61,9,392.34999999999997,538.99,0.0,18.25,Sin errores,Outlier,15048.74
5042,2017-10-27,2017,10,201710,43026,11,37729.0,2,281.6812499999999,453.85875000000004,0.0,24.25,Outlier,Sin errores,415019.0
5043,2017-10-27,2017,10,201710,42755,10,823.76,9,545.1775,939.8125,0.0,20.0,Sin errores,Sin errores,8237.6
5044,2017-10-27,2017,10,201710,42756,13,407.34,3,365.635,543.9549999999999,0.0,19.0,Sin errores,Sin errores,5295.42
5045,2017-10-27,2017,10,201710,42758,10,1122.47,3,969.6899999999994,1552.9200000000003,0.0,16.5,Sin errores,Sin errores,11224.7
5046,2017-10-27,2017,10,201710,42760,2,1213.42,4,834.8212500000002,1415.05875,0.0,16.0,Sin errores,Sin errores,2426.84
5047,2017-10-27,2017,10,201710,42761,3,874.25,4,783.75,1154.52,0.0,16.875,Sin errores,Sin errores,2622.75
5048,2017-10-27,2017,10,201710,42764,8,979.85,11,799.5925000000002,1162.5475,0.0,21.5,Sin errores,Sin errores,7838.8
5049,2017-10-27,2017,10,201710,42765,8,1388.17,6,1096.495,1592.245,0.0,15.0,Sin errores,Sin errores,11105.36
5050,2017-10-27,2017,10,201710,42769,5,2430.83,5,1723.6387500000003,2675.74125,0.5,15.5,Sin errores,Sin errores,12154.15
5051,2017-10-27,2017,10,201710,42772,3,4290.22,2,3124.9074999999984,5711.912500000001,0.0,14.5,Sin errores,Sin errores,12870.66
5052,2017-10-27,2017,10,201710,42774,11,3901.74,10,3906.1100000000015,5019.7699999999995,0.125,15.875,Outlier,Sin errores,42919.14
5053,2017-10-27,2017,10,201710,42775,4,2472.75,13,1666.74375,2748.29625,0.0,15.0,Sin errores,Sin errores,9891.0
5054,2017-10-27,2017,10,201710,42776,16,976.59,1,773.91375,1217.03625,0.0,19.75,Sin errores,Sin errores,15625.44
5055,2017-10-27,2017,10,201710,42777,7,1696.14,13,1647.395,2018.8850000000002,0.0,19.25,Sin errores,Sin errores,11872.980000000001
5056,2017-10-27,2017,10,201710,42779,4,6989.2,4,5719.863749999999,8281.91625,0.0,23.5,Sin errores,Sin errores,27956.8
5057,2017-10-27,2017,10,201710,42781,3,1282.27,12,1124.2250000000004,1815.9349999999995,0.0,22.0,Sin errores,Sin errores,3846.81
5058,2017-10-27,2017,10,201710,42782,5,2451.57,2,2033.0437499999994,2854.6462500000002,0.0,20.0,Sin errores,Sin errores,12257.85
5059,2017-10-27,2017,10,201710,42785,16,1012.88,6,846.25625,1279.97375,0.0,19.0,Sin errores,Sin errores,16206.08
5060,2017-10-27,2017,10,201710,42786,10,562.77,1,462.35499999999996,634.4649999999999,0.0,16.0,Sin errores,Sin errores,5627.7
5061,2017-10-27,2017,10,201710,42787,13,899.57,2,679.5150000000001,1198.575,0.0,18.5,Sin errores,Sin errores,11694.41
5062,2017-10-27,2017,10,201710,42789,3,168.31,2,119.32499999999996,187.51500000000001,0.0,18.0,Sin errores,Sin errores,504.93
5063,2017-10-27,2017,10,201710,42790,1,599.39,3,472.7700000000002,626.9099999999999,0.0,17.0,Sin errores,Sin errores,599.39
5064,2017-10-27,2017,10,201710,42791,9,156.26,7,137.23,220.45000000000002,0.0,14.5,Sin errores,Sin errores,1406.34
5065,2017-10-27,2017,10,201710,42792,2,378.83,13,282.16749999999996,408.8725,0.0,18.0,Sin errores,Sin errores,757.66
5066,2017-10-27,2017,10,201710,42796,5,287.21,5,259.08125000000007,376.05875000000003,0.0,15.0,Sin errores,Sin errores,1436.05
5067,2017-10-27,2017,10,201710,42799,7,1028.08,13,843.6300000000001,1344.9299999999998,0.0,15.0,Sin errores,Sin errores,7196.5599999999995
5068,2017-10-27,2017,10,201710,42800,6,996.35,7,874.2374999999997,1511.1225,0.0,20.5,Sin errores,Sin errores,5978.1
5069,2017-10-27,2017,10,201710,42801,15,1822.54,4,1537.8575,2434.6025,0.0,20.875,Sin errores,Sin errores,27338.1
5070,2017-10-27,2017,10,201710,42850,5,179.79,14,167.01,228.26999999999998,0.0,19.5,Sin errores,Sin errores,898.9499999999999
5071,2017-10-27,2017,10,201710,42851,7,109.09,6,72.43249999999999,115.8275,0.0,14.625,Sin errores,Sin errores,763.63
5072,2017-10-27,2017,10,201710,42926,9,55.54,11,42.72624999999999,65.53375,0.0,18.0,Sin errores,Sin errores,499.86
5073,2017-10-27,2017,10,201710,42931,5,242.4,7,163.54500000000002,284.115,0.0,18.75,Sin errores,Sin errores,1212.0
5074,2017-10-27,2017,10,201710,42852,7,101.73,13,93.135,129.22500000000002,0.0,12.75,Sin errores,Sin errores,712.11
5075,2017-10-27,2017,10,201710,42853,6,538.72,6,397.90125,597.58875,0.0,14.5,Sin errores,Sin errores,3232.32
5076,2017-10-27,2017,10,201710,42901,4,119.84,11,103.19250000000001,169.3275,0.0,21.5,Sin errores,Sin errores,479.36
5077,2017-10-27,2017,10,201710,42975,15,152.03,1,124.29249999999999,180.37749999999997,0.0,23.25,Sin errores,Sin errores,2280.45
5078,2017-10-27,2017,10,201710,42977,12,73.31,2,56.285000000000004,89.61500000000001,0.0,17.375,Sin errores,Sin errores,879.72
5079,2017-10-27,2017,10,201710,42978,21,83.35,11,61.27375,96.09625,0.0,13.25,Sin errores,Outlier,1750.35
5080,2017-10-27,2017,10,201710,42979,4,79.14,3,57.710000000000015,100.72999999999999,0.0,18.0,Sin errores,Sin errores,316.56
5081,2017-10-27,2017,10,201710,42982,17,9.53,14,7.827500000000001,10.572499999999998,0.0,19.5,Sin errores,Sin errores,162.01
5082,2017-11-24,2017,11,201711,42833,14,613.18,13,474.70625000000007,730.1637499999998,0.0,18.5,Sin errores,Sin errores,8584.519999999999
5083,2017-11-24,2017,11,201711,42835,3,568.6,10,509.0187500000002,653.1312499999999,0.0,18.0,Sin errores,Sin errores,1705.8000000000002
5084,2017-11-24,2017,11,201711,42836,23,608.21,9,433.74125,726.00875,0.0,19.5,Sin errores,Outlier,13988.830000000002
5085,2017-11-24,2017,11,201711,42837,12,324.81,7,224.71999999999997,375.08,0.0,16.5,Sin errores,Sin errores,3897.7200000000003
5086,2017-11-24,2017,11,201711,42838,7,571.26,4,544.0637499999999,774.6062500000002,0.0,23.0,Sin errores,Sin errores,3998.8199999999997
5087,2017-11-24,2017,11,201711,42840,2,263.94,4,175.88750000000005,303.01249999999993,0.0,20.0,Sin errores,Sin errores,527.88
5088,2017-11-24,2017,11,201711,42841,2,273.66,13,198.71500000000003,297.68499999999995,0.0,15.0,Sin errores,Sin errores,547.32
5089,2017-11-24,2017,11,201711,42843,6,543.56,6,412.9825000000001,564.7674999999999,0.0,20.375,Sin errores,Sin errores,3261.3599999999997
5090,2017-11-24,2017,11,201711,42844,8,1162.63,7,972.2962499999995,1492.2337500000003,0.0,14.5,Sin errores,Sin errores,9301.04
5091,2017-11-24,2017,11,201711,42845,16,597.95,10,452.8150000000001,701.665,0.0,23.5,Sin errores,Sin errores,9567.2
5092,2017-11-24,2017,11,201711,42846,3,2184.5,7,1577.8962499999998,2456.5737500000005,0.0,21.875,Sin errores,Sin errores,6553.5
5093,2017-11-24,2017,11,201711,42856,17,376.08,9,253.1425,421.6975,0.0,16.0,Sin errores,Outlier,6393.36
5094,2017-11-24,2017,11,201711,42857,10,341.12,8,285.095,452.885,0.0,16.25,Sin errores,Sin errores,3411.2
5095,2017-11-24,2017,11,201711,42858,2,322.77,8,265.7249999999999,441.67500000000007,0.0,21.5,Sin errores,Sin errores,645.54
5096,2017-11-24,2017,11,201711,42862,8,,5,273.9787500000001,422.98124999999993,0.0,13.25,Valor Nulo,Sin errores,
5097,2017-11-24,2017,11,201711,42863,1,27959.0,2,201.89624999999992,345.0037500000001,0.0,16.0,Outlier,Sin errores,27959.0
5098,2017-11-24,2017,11,201711,42983,20,223.67,3,190.265,312.755,0.0,16.0,Sin errores,Outlier,4473.4
5099,2017-11-24,2017,11,201711,42984,4,201.4,10,132.98249999999996,233.6775,0.0,12.5,Sin errores,Sin errores,805.6
5100,2017-11-24,2017,11,201711,42907,3,360.29,5,243.06999999999994,375.31000000000006,0.0,16.5,Sin errores,Sin errores,1080.8700000000001
5101,2017-11-24,2017,11,201711,42909,12,1098.07,3,880.77,1263.9,0.0,14.5,Sin errores,Sin errores,13176.84
5102,2017-11-24,2017,11,201711,42911,6,,9,942.745,1556.8450000000003,0.0,20.5,Valor Nulo,Sin errores,
5103,2017-11-24,2017,11,201711,42912,14,1126.07,2,959.2712499999998,1427.7887500000002,0.0,19.25,Sin errores,Sin errores,15764.98
5104,2017-11-24,2017,11,201711,42914,3,952.6,11,835.7887500000002,1214.2312499999998,0.0,24.0,Sin errores,Sin errores,2857.8
5105,2017-11-24,2017,11,201711,42915,10,1409.65,3,1014.8524999999997,1506.2975,0.0,21.375,Sin errores,Sin errores,14096.5
5106,2017-11-24,2017,11,201711,42925,7,1.86,10,1.6875,2.5725,0.0,19.5,Sin errores,Sin errores,13.020000000000001
5107,2017-11-24,2017,11,201711,42933,13,732.67,2,670.4137500000002,1019.7262499999997,0.0,19.0,Sin errores,Sin errores,9524.71
5108,2017-11-24,2017,11,201711,42939,8,1899.82,9,1681.4812499999998,2411.6887500000003,0.0,14.5,Sin errores,Sin errores,15198.56
5109,2017-11-24,2017,11,201711,42941,3,2368.38,7,1723.2099999999996,2432.77,0.0,16.0,Sin errores,Sin errores,7105.14
5110,2017-11-24,2017,11,201711,42945,6,2492.15,1,1628.1725,2698.4975000000004,0.0,16.5,Sin errores,Sin errores,14952.900000000001
5111,2017-11-24,2017,11,201711,42949,12,1583.89,7,1173.89,1787.3300000000002,0.0,15.0,Sin errores,Sin errores,19006.68
5112,2017-11-24,2017,11,201711,42950,2,1879.79,4,1508.9374999999995,2290.0625000000005,0.0,14.5,Sin errores,Sin errores,3759.58
5113,2017-11-24,2017,11,201711,42951,5,2281.29,13,1631.9224999999994,2571.6575000000003,0.0,12.75,Sin errores,Sin errores,11406.45
5114,2017-11-24,2017,11,201711,42952,10,2690.39,5,1950.1287499999999,3585.9612500000003,0.0,18.125,Sin errores,Sin errores,26903.899999999998
5115,2017-11-24,2017,11,201711,42953,10,2403.37,13,2173.4037499999995,2935.99625,0.0,19.0,Sin errores,Sin errores,24033.699999999997
5116,2017-11-24,2017,11,201711,42955,12,1544.14,8,1409.65,1940.65,0.0,17.5,Sin errores,Sin errores,18529.68
5117,2017-11-24,2017,11,201711,42957,13,1911.22,11,1509.4574999999995,2361.1425000000004,0.0,18.5,Sin errores,Sin errores,24845.86
5118,2017-11-24,2017,11,201711,42959,5,2486.02,10,2525.2925000000005,3439.857499999999,0.5,15.5,Outlier,Sin errores,12430.1
5119,2017-11-24,2017,11,201711,42961,3,2079.13,3,1679.6049999999998,2363.425,0.0,17.75,Sin errores,Sin errores,6237.39
5120,2017-11-24,2017,11,201711,42963,11,1427.64,7,1284.13625,1986.44375,0.0,20.0,Sin errores,Sin errores,15704.04
5121,2017-11-24,2017,11,201711,42968,12,2470.7,6,1969.2775000000001,2887.6224999999995,0.0,18.125,Sin errores,Sin errores,29648.399999999998
5122,2017-11-24,2017,11,201711,42970,5,1821.33,2,1645.1274999999994,2450.4925000000003,0.0,16.625,Sin errores,Sin errores,9106.65
5123,2017-11-24,2017,11,201711,42971,9,2177.91,6,1549.0924999999997,2320.0475,0.0,20.625,Sin errores,Sin errores,19601.19
5124,2017-11-24,2017,11,201711,42972,23,1906.57,10,1485.76625,2363.5437500000007,0.0,21.375,Sin errores,Outlier,43851.11
5125,2017-11-24,2017,11,201711,43029,30,826.71,1,652.2812499999998,917.3387500000001,0.0,29.5,Sin errores,Outlier,24801.300000000003
5126,2017-11-24,2017,11,201711,43031,5,802.15,12,665.9012499999999,1018.8887500000001,0.0,22.25,Sin errores,Sin errores,4010.75
5127,2017-11-24,2017,11,201711,43038,12,787.93,2,644.2200000000001,982.68,0.0,19.25,Sin errores,Sin errores,9455.16
5128,2017-11-24,2017,11,201711,43039,6,501.09,4,421.3812499999999,696.69875,0.0,17.5,Sin errores,Sin errores,3006.54
5129,2017-11-24,2017,11,201711,42818,2,132539.0,4,1071.85,1733.29,0.0,20.5,Outlier,Sin errores,265078.0
5130,2017-11-24,2017,11,201711,42819,15,673.02,6,437.86250000000007,769.1374999999999,0.0,20.25,Sin errores,Sin errores,10095.3
5131,2017-11-24,2017,11,201711,42822,10,503.42,9,460.6700000000002,672.5899999999998,0.0,14.5,Sin errores,Sin errores,5034.2
5132,2017-11-24,2017,11,201711,42824,7,458.49,10,292.46500000000003,497.18499999999995,0.0,22.0,Sin errores,Sin errores,3209.4300000000003
5133,2017-11-24,2017,11,201711,42825,7,379.47,1,313.335,445.6050000000001,0.5,12.5,Sin errores,Sin errores,2656.29
5134,2017-11-24,2017,11,201711,42828,8,552.28,11,557.0362500000001,710.0137500000001,0.0,16.0,Outlier,Sin errores,4418.24
5135,2017-11-24,2017,11,201711,42829,17,605.93,8,472.72499999999997,784.395,0.0,12.5,Sin errores,Outlier,10300.81
5136,2017-11-24,2017,11,201711,42831,9,235.85,5,183.495,319.84499999999997,0.0,16.875,Sin errores,Sin errores,2122.65
5137,2017-11-24,2017,11,201711,42812,24,299.46,13,208.46624999999997,318.30375000000004,0.0,19.25,Sin errores,Outlier,7187.039999999999
5138,2017-11-24,2017,11,201711,42815,17,466.58,4,325.2025,520.2175,0.0,18.25,Sin errores,Sin errores,7931.86
5139,2017-11-24,2017,11,201711,42903,6,213.86,4,166.5775,223.9225,0.0,24.125,Sin errores,Sin errores,1283.16
5140,2017-11-24,2017,11,201711,42904,3,106.46,10,75.51500000000001,113.10499999999999,0.0,14.5,Sin errores,Sin errores,319.38
5141,2017-11-24,2017,11,201711,42905,5,283.4,9,268.52750000000003,377.50249999999994,0.0,19.0,Sin errores,Sin errores,1417.0
5142,2017-11-24,2017,11,201711,42737,23,1039.63,5,889.385,1453.8350000000003,0.0,18.75,Sin errores,Outlier,23911.49
5143,2017-11-24,2017,11,201711,42865,1,155.77,11,113.63875,172.43124999999998,0.0,17.125,Sin errores,Sin errores,155.77
5144,2017-11-24,2017,11,201711,42866,1,137.19,7,113.63999999999999,167.58000000000004,0.0,17.5,Sin errores,Sin errores,137.19
5145,2017-11-24,2017,11,201711,42867,1,123.1,12,109.28124999999996,182.99875000000003,0.0,16.5,Sin errores,Sin errores,123.1
5146,2017-11-24,2017,11,201711,42868,9,134.35,9,109.03249999999996,168.8675,0.0,16.0,Sin errores,Sin errores,1209.1499999999999
5147,2017-11-24,2017,11,201711,42874,18,396.54,2,295.15625,487.19375,0.0,19.5,Sin errores,Sin errores,7137.72
5148,2017-11-24,2017,11,201711,42878,8,347.05,12,311.7674999999999,482.15250000000003,0.0,17.5,Sin errores,Sin errores,2776.4
5149,2017-11-24,2017,11,201711,42879,8,369.22,8,322.24125000000004,484.36875,0.0,19.25,Sin errores,Sin errores,2953.76
